onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number	repetition
0	32	-1	n/a	n/a	n/a	0.0	6	2
32	8	1	n03038480_279	51	404	0.0	6	2
40	8	1	n02439033_9911	29	232	0.0	6	2
48	8	1	n02391049_3228	27	212	0.0	6	2
56	8	1	n04373894_16025	122	969	0.0	6	2
64	8	2	n04373894_16025	122	969	65.35310968999966	6	2
72	8	1	n04123740_10780	107	849	0.0	6	2
80	8	1	n04273569_14844	118	939	0.0	6	2
88	8	2	n04273569_14844	118	939	89.12301898699934	6	2
96	8	1	n02508213_16531	35	277	0.0	6	2
104	8	1	n04419073_17022	129	1029	0.0	6	2
112	8	1	n03646296_5631	84	669	0.0	6	2
120	8	1	n01697457_575	148	1182	0.0	6	2
128	8	1	n04401680_21301	125	994	0.0	6	2
136	8	1	n04313503_17853	120	953	0.0	6	2
144	8	1	n03886762_18101	96	765	0.0	6	2
152	8	1	n02432983_31019	28	223	0.0	6	2
160	8	1	n04477387_1527	132	1049	0.0	6	2
168	8	1	n02481823_12066	33	257	0.0	6	2
176	8	1	n02808440_19589	42	331	0.0	6	2
184	8	1	n04398044_18539	124	990	0.0	6	2
192	8	1	n02799175_7198	39	311	0.0	6	2
200	8	1	n01877134_11903	11	86	0.0	6	2
208	8	1	n02998003_3934	50	395	0.0	6	2
216	8	1	n04233124_15821	114	909	0.0	6	2
224	8	1	n03793489_13628	93	739	0.0	6	2
232	8	1	n07734017_4118	139	1109	0.0	6	2
240	8	1	n03079230_33060	53	422	0.0	6	2
248	8	1	n02974003_3328	49	387	0.0	6	2
256	8	1	n02236241_7166	23	183	0.0	6	2
264	8	1	n03400231_5694	65	519	0.0	6	2
272	8	1	n04612026_6008	138	1101	0.0	6	2
280	8	2	n04612026_6008	138	1101	281.03947216100005	6	2
288	8	1	n03209910_26897	57	452	0.0	6	2
296	8	1	n04197391_18597	112	892	0.0	6	2
304	8	2	n04197391_18597	112	892	307.0322376240001	6	2
312	8	1	n11978233_28156	143	1142	0.0	6	2
320	8	1	n04409806_14144	127	1010	0.0	6	2
328	8	1	n01787835_11338	8	59	0.0	6	2
336	8	1	n01645776_9576	3	22	0.0	6	2
344	8	1	n04409515_3798	126	1005	0.0	6	2
352	8	1	n04555897_5017	135	1079	0.0	6	2
360	8	1	n03541923_4374	75	599	0.0	6	2
368	8	1	n04225987_6665	113	902	0.0	6	2
376	8	2	n04225987_6665	113	902	377.11165141499987	6	2
384	8	1	n03494278_38237	72	574	0.0	6	2
392	8	1	n03837869_5857	95	756	0.0	6	2
400	8	1	n02802215_13634	41	321	0.0	6	2
408	8	1	n03187595_17111	56	441	0.0	6	2
416	8	1	n02055803_6095	17	131	0.0	6	2
424	8	1	n01664990_18293	4	28	0.0	6	2
432	8	1	n02068974_6018	18	143	0.0	6	2
440	8	1	n04009552_18384	101	805	0.0	6	2
448	8	1	n01491361_5295	147	1173	0.0	6	2
456	8	1	n03543603_2363	76	602	0.0	6	2
464	8	1	n04168199_9862	110	880	0.0	6	2
472	6	-2	n/a	n/a	n/a	0.0	6	2
