onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	28
32	8	1	n02068974_4884	1	7	0.0	28
40	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	51	0.0	28
48	8	1	n03483823_7612	1	28	0.0	28
56	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	0.0	28
64	8	1	n02843158_4722	1	18	0.0	28
72	8	1	neonVarinImg002_innerKanizsa_alpha_0p7_sat_0p3_bgray	2	72	0.0	28
80	8	1	n02766534_15976	1	13	0.0	28
88	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	28
96	8	1	n02346627_13993	1	8	0.0	28
104	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	41	0.0	28
112	8	1	n04297750_25624	1	36	0.0	28
120	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	67	0.0	28
128	8	1	n02841315_35046	1	17	0.0	28
136	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	0.0	28
144	8	2	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	0.0	28
152	8	1	n03335030_10544	1	24	0.0	28
160	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	47	0.0	28
168	8	1	n03472535_4645	1	27	0.0	28
176	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	28
184	8	1	n01944390_20670	1	5	0.0	28
192	8	1	abuttingLine008_linespace_1p2_angle_090_045diag_pos	2	46	0.0	28
200	8	1	n01943899_24131	1	4	0.0	28
208	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	28
216	8	1	n01855672_15767	1	2	0.0	28
224	8	1	abuttingLine019_linespace_6_angle_090_hline	2	57	0.0	28
232	8	1	n03455488_28622	1	26	0.0	28
240	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	28
248	8	2	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	248.78830633001053	28
256	8	1	n02005790_9371	1	6	0.0	28
264	8	1	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	70	0.0	28
272	8	1	n02472293_34273	1	12	0.0	28
280	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	28
288	8	1	n04070727_16664	1	32	0.0	28
296	8	2	n04070727_16664	1	32	297.62137619400164	28
304	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	45	0.0	28
312	8	1	n02374451_17284	1	9	0.0	28
320	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	0.0	28
328	8	2	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	328.8149830629991	28
336	8	1	n03743279_13788	1	30	0.0	28
344	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	58	0.0	28
352	8	1	n02799175_11275	1	15	0.0	28
360	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	63	0.0	28
368	6	-2	n/a	n/a	n/a	0.0	28
