onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	14
32	8	1	n03483823_7612	1	28	0.0	14
40	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	0.0	14
48	8	2	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	49.63438188799773	14
56	8	1	n02841315_35046	1	17	0.0	14
64	8	1	neonVarinImg005_realSurf_alpha_0p7_sat_0p3_bgray	2	75	0.0	14
72	8	1	n02346627_13993	1	8	0.0	14
80	8	1	abuttingLine017_linespace_6_angle_000_vline	2	55	0.0	14
88	8	1	n02797295_15411	1	14	0.0	14
96	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	14
104	8	1	n02951358_23759	1	21	0.0	14
112	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	14
120	8	1	n02068974_4884	1	7	0.0	14
128	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	41	0.0	14
136	8	1	n03743279_13788	1	30	0.0	14
144	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	63	0.0	14
152	8	1	n01858441_11077	1	3	0.0	14
160	8	2	n01858441_11077	1	3	161.63218922298984	14
168	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	14
176	8	2	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	177.78173488299944	14
184	8	1	n04070727_16664	1	32	0.0	14
192	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	66	0.0	14
200	8	1	n04210120_9062	1	33	0.0	14
208	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	14
216	8	1	n04233124_14971	1	34	0.0	14
224	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	0.0	14
232	8	1	n02472293_34273	1	12	0.0	14
240	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	49	0.0	14
248	8	1	n02439033_9911	1	11	0.0	14
256	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	14
264	8	1	n02843158_4722	1	18	0.0	14
272	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	0.0	14
280	8	1	n03455488_28622	1	26	0.0	14
288	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	0.0	14
296	8	1	n02005790_9371	1	6	0.0	14
304	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	0.0	14
312	8	2	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	313.6292656440055	14
320	8	1	origImg_181	1	38	0.0	14
328	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	14
336	8	1	n02374451_17284	1	9	0.0	14
344	8	1	abuttingLine008_linespace_1p2_angle_090_045diag_pos	2	46	0.0	14
352	8	1	n02882301_14188	1	19	0.0	14
360	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	14
368	6	-2	n/a	n/a	n/a	0.0	14
