onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number	repetition
0	32	-1	n/a	n/a	n/a	0.0	23	2
32	8	1	n04419073_11767	129	1026	0.0	23	2
40	8	1	n04273569_17297	118	941	0.0	23	2
48	8	1	n01910747_2007	149	1187	0.0	23	2
56	8	2	n01910747_2007	149	1187	57.23606552199999	23	2
64	8	1	n03255030_3029	58	460	0.0	23	2
72	8	1	n03924679_9951	98	784	0.0	23	2
80	8	1	n03746005_8861	89	711	0.0	23	2
88	8	1	n04154565_20567	109	871	0.0	23	2
96	8	1	n02084071_14426	19	145	0.0	23	2
104	8	1	n02472293_3508	31	246	0.0	23	2
112	8	1	n02882647_169	46	362	0.0	23	2
120	8	2	n02882647_169	46	362	121.11211139000079	23	2
128	8	1	n04313503_20808	120	955	0.0	23	2
136	8	1	n03792782_13140	92	729	0.0	23	2
144	8	1	n07734017_8706	139	1112	0.0	23	2
152	8	1	n02843158_2978	45	353	0.0	23	2
160	8	1	n03397947_2934	64	507	0.0	23	2
168	8	1	n03837869_3611	95	753	0.0	23	2
176	8	1	n03512147_33515	74	587	0.0	23	2
184	8	1	n04320973_7391	121	967	0.0	23	2
192	8	1	n03790512_11206	91	721	0.0	23	2
200	8	1	n03649909_13625	85	675	0.0	23	2
208	8	1	n02766534_137	37	291	0.0	23	2
216	8	1	n02445715_5508	30	239	0.0	23	2
224	8	1	n01768244_7788	7	53	0.0	23	2
232	8	1	n04254680_10170	115	914	0.0	23	2
240	8	1	n02508213_3777	35	278	0.0	23	2
248	8	1	n04225987_6536	113	901	0.0	23	2
256	8	1	n03607659_1318	79	625	0.0	23	2
264	8	1	n02503517_3324	34	267	0.0	23	2
272	8	1	n02692877_10393	36	281	0.0	23	2
280	8	1	n01697457_1604	148	1178	0.0	23	2
288	8	2	n01697457_1604	148	1178	289.20176419199925	23	2
296	8	1	n04555897_7654	135	1080	0.0	23	2
304	8	1	n02480855_9990	32	256	0.0	23	2
312	8	1	n02054036_17099	16	123	0.0	23	2
320	8	1	n04044716_7225	102	815	0.0	23	2
328	8	1	n04272054_29465	117	931	0.0	23	2
336	8	1	n03400231_24528	65	516	0.0	23	2
344	8	1	n04497801_11780	134	1065	0.0	23	2
352	8	1	n01855672_14080	10	75	0.0	23	2
360	8	1	n03721384_36929	87	694	0.0	23	2
368	8	1	n04123740_8706	107	856	0.0	23	2
376	8	2	n04123740_8706	107	856	377.2833629929992	23	2
384	8	1	n04587559_13336	136	1085	0.0	23	2
392	8	1	n02374451_19966	26	208	0.0	23	2
400	8	1	n04442312_16618	130	1037	0.0	23	2
408	8	1	n03394916_41444	63	503	0.0	23	2
416	8	1	n02226429_17165	22	174	0.0	23	2
424	8	1	n02439033_17123	29	228	0.0	23	2
432	8	1	n01704323_9172	5	39	0.0	23	2
440	8	1	n03063599_4360	52	414	0.0	23	2
448	8	1	n04373894_26002	122	971	0.0	23	2
456	8	2	n04373894_26002	122	971	457.1985533049992	23	2
464	8	1	n03261776_24181	59	467	0.0	23	2
472	6	-2	n/a	n/a	n/a	0.0	23	2
