onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	16
32	8	1	n02802215_26105	1	16	0.0	16
40	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	51	0.0	16
48	8	1	n01943899_24131	1	4	0.0	16
56	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	16
64	8	1	n02346627_13993	1	8	0.0	16
72	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	63	0.0	16
80	8	1	n01621127_19020	1	1	0.0	16
88	8	1	neonVarinImg002_innerKanizsa_alpha_0p7_sat_0p3_bgray	2	72	0.0	16
96	8	2	neonVarinImg002_innerKanizsa_alpha_0p7_sat_0p3_bgray	2	72	97.62822443600453	16
104	8	1	n01855672_15767	1	2	0.0	16
112	8	1	abuttingLine017_linespace_6_angle_000_vline	2	55	0.0	16
120	8	1	n02439033_9911	1	11	0.0	16
128	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	45	0.0	16
136	8	1	n02005790_9371	1	6	0.0	16
144	8	1	abuttingLine019_linespace_6_angle_090_hline	2	57	0.0	16
152	8	2	abuttingLine019_linespace_6_angle_090_hline	2	57	153.62713806900138	16
160	8	1	n02951358_23759	1	21	0.0	16
168	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	0.0	16
176	8	1	n02841315_35046	1	17	0.0	16
184	8	1	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	0.0	16
192	8	1	n02974003_9408	1	22	0.0	16
200	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	16
208	8	2	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	209.62607474499964	16
216	8	1	n02882301_14188	1	19	0.0	16
224	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	16
232	8	1	n02068974_4884	1	7	0.0	16
240	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	0.0	16
248	8	2	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	249.62531348101038	16
256	8	1	n02797295_15411	1	14	0.0	16
264	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	47	0.0	16
272	8	1	n04297750_25624	1	36	0.0	16
280	8	1	neonVarinImg005_realSurf_alpha_0p7_sat_0p3_bgray	2	75	0.0	16
288	8	1	n04210120_9062	1	33	0.0	16
296	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	0.0	16
304	8	1	n04252077_10859	1	35	0.0	16
312	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	16
320	8	1	n03483823_8150	1	29	0.0	16
328	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	16
336	8	1	n01858441_11077	1	3	0.0	16
344	8	1	neonVarinImg006_realRect_alpha_0p7_sat_0p3_bgray	2	76	0.0	16
352	8	1	n03950228_27533	1	31	0.0	16
360	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	16
368	6	-2	n/a	n/a	n/a	0.0	16
