onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	31
32	8	1	n04210120_9062	1	33	0.0	31
40	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	31
48	8	1	n02391049_2286	1	10	0.0	31
56	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	31
64	8	1	n01855672_15767	1	2	0.0	31
72	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	31
80	8	1	n04587559_13463	1	37	0.0	31
88	8	1	neonVarinImg002_innerKanizsa_alpha_0p7_sat_0p3_bgray	2	72	0.0	31
96	8	1	n04297750_25624	1	36	0.0	31
104	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	0.0	31
112	8	1	n02841315_35046	1	17	0.0	31
120	8	2	n02841315_35046	1	17	121.63859001299716	31
128	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	52	0.0	31
136	8	1	n03483823_8150	1	29	0.0	31
144	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	64	0.0	31
152	8	1	n02951358_23759	1	21	0.0	31
160	8	1	neonVarinImg005_realSurf_alpha_0p7_sat_0p3_bgray	2	75	0.0	31
168	8	1	n02346627_13993	1	8	0.0	31
176	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	45	0.0	31
184	8	1	n04233124_14971	1	34	0.0	31
192	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	31
200	8	1	n03063599_4177	1	23	0.0	31
208	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	31
216	8	1	n01858441_11077	1	3	0.0	31
224	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	31
232	8	1	n02797295_15411	1	14	0.0	31
240	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	31
248	8	1	n03425413_18382	1	25	0.0	31
256	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	0.0	31
264	8	1	n03455488_28622	1	26	0.0	31
272	8	1	neonVarinImg006_realRect_alpha_0p7_sat_0p3_bgray	2	76	0.0	31
280	8	1	n02882647_18337	1	20	0.0	31
288	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	31
296	8	1	n02843158_4722	1	18	0.0	31
304	8	2	n02843158_4722	1	18	305.6296901050082	31
312	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	31
320	8	1	n02068974_4884	1	7	0.0	31
328	8	2	n02068974_4884	1	7	331.22984718299995	31
336	8	1	abuttingLine019_linespace_6_angle_090_hline	2	57	0.0	31
344	8	2	abuttingLine019_linespace_6_angle_090_hline	2	57	347.23313985799905	31
352	8	1	n02974003_9408	1	22	0.0	31
360	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	31
368	6	-2	n/a	n/a	n/a	0.0	31
